Any calendari,Data,Ajuntament o nucli municipal ,Codi municipal,Codi municipi INE,Pedania,Festiu
2017,28/02/2017,Albons,17004000,17004,000,Festa local
2018,20/07/2018,Albons,17004000,17004,000,Festa local
2018,13/02/2018,Albons,17004000,17004,000,Festa local
2012,15/05/2012,Alcanar,43004000,43004,000,Festa local
2012,15/10/2012,Alcanar,43004000,43004,000,Festa local
2013,15/05/2013,Alcanar,43004000,43004,000,Festa local
2013,14/10/2013,Alcanar,43004000,43004,000,Festa local
2014,13/10/2014,Alcanar,43004000,43004,000,Festa local
2014,15/05/2014,Alcanar,43004000,43004,000,Festa local
2015,15/05/2015,Alcanar,43004000,43004,000,Festa local
2015,09/10/2015,Alcanar,43004000,43004,000,Festa local
2016,20/05/2016,Alcanar,43004000,43004,000,Festa local
2016,10/10/2016,Alcanar,43004000,43004,000,Festa local
2017,15/05/2017,Alcanar,43004000,43004,000,Festa local
2017,09/10/2017,Alcanar,43004000,43004,000,Festa local
2018,15/10/2018,Alcanar,43004000,43004,000,Festa local
2018,15/05/2018,Alcanar,43004000,43004,000,Festa local
2012,19/03/2012,Alcanó,25010000,25010,000,Festa local
2012,03/02/2012,Alcanó,25010000,25010,000,Festa local
2013,04/02/2013,Alcanó,25010000,25010,000,Festa local
2013,19/03/2013,Alcanó,25010000,25010,000,Festa local
2014,19/03/2014,Alcanó,25010000,25010,000,Festa local
2014,03/02/2014,Alcanó,25010000,25010,000,Festa local
2015,03/02/2015,Alcanó,25010000,25010,000,Festa local
2015,19/03/2015,Alcanó,25010000,25010,000,Festa local
2016,18/03/2016,Alcanó,25010000,25010,000,Festa local
2016,03/02/2016,Alcanó,25010000,25010,000,Festa local
2017,20/03/2017,Alcanó,25010000,25010,000,Festa local
2017,03/02/2017,Alcanó,25010000,25010,000,Festa local
2018,19/03/2018,Alcanó,25010000,25010,000,Festa local
2018,05/02/2018,Alcanó,25010000,25010,000,Festa local
2012,31/08/2012,Alcarràs,25011000,25011,000,Festa local
2012,20/01/2012,Alcarràs,25011000,25011,000,Festa local
2013,18/01/2013,Alcarràs,25011000,25011,000,Festa local
2013,30/08/2013,Alcarràs,25011000,25011,000,Festa local
2014,20/01/2014,Alcarràs,25011000,25011,000,Festa local
2014,29/08/2014,Alcarràs,25011000,25011,000,Festa local
2015,20/01/2015,Alcarràs,25011000,25011,000,Festa local
2015,28/08/2015,Alcarràs,25011000,25011,000,Festa local
2016,26/08/2016,Alcarràs,25011000,25011,000,Festa local
2016,20/01/2016,Alcarràs,25011000,25011,000,Festa local
2017,25/08/2017,Alcarràs,25011000,25011,000,Festa local
2017,20/01/2017,Alcarràs,25011000,25011,000,Festa local
2018,19/01/2018,Alcarràs,25011000,25011,000,Festa local
2018,31/08/2018,Alcarràs,25011000,25011,000,Festa local
2012,11/05/2012,Alcoletge,25012000,25012,000,Festa local
2012,14/09/2012,Alcoletge,25012000,25012,000,Festa local
2013,13/09/2013,Alcoletge,25012000,25012,000,Festa local
2013,10/05/2013,Alcoletge,25012000,25012,000,Festa local
2014,09/05/2014,Alcoletge,25012000,25012,000,Festa local
2014,19/09/2014,Alcoletge,25012000,25012,000,Festa local
2015,18/09/2015,Alcoletge,25012000,25012,000,Festa local
2015,08/05/2015,Alcoletge,25012000,25012,000,Festa local
2016,16/09/2016,Alcoletge,25012000,25012,000,Festa local
2016,06/05/2016,Alcoletge,25012000,25012,000,Festa local
2017,12/05/2017,Alcoletge,25012000,25012,000,Festa local
2017,15/09/2017,Alcoletge,25012000,25012,000,Festa local
2018,14/09/2018,Alcoletge,25012000,25012,000,Festa local
2018,11/05/2018,Alcoletge,25012000,25012,000,Festa local
2012,16/08/2012,Alcover,43005000,43005,000,Festa local
2012,22/10/2012,Alcover,43005000,43005,000,Festa local
2013,21/10/2013,Alcover,43005000,43005,000,Festa local
2013,16/08/2013,Alcover,43005000,43005,000,Festa local
2014,20/10/2014,Alcover,43005000,43005,000,Festa local
2014,16/08/2014,Alcover,43005000,43005,000,Festa local
2015,19/10/2015,Alcover,43005000,43005,000,Festa local
2015,25/05/2015,Alcover,43005000,43005,000,Festa local
2016,16/08/2016,Alcover,43005000,43005,000,Festa local
2016,17/10/2016,Alcover,43005000,43005,000,Festa local
2017,16/10/2017,Alcover,43005000,43005,000,Festa local
2017,16/08/2017,Alcover,43005000,43005,000,Festa local
2018,16/10/2018,Alcover,43005000,43005,000,Festa local
2018,16/08/2018,Alcover,43005000,43005,000,Festa local
2012,19/03/2012,"Aldea, l'",43904000,43904,000,Festa local
2012,28/05/2012,"Aldea, l'",43904000,43904,000,Festa local
2013,19/03/2013,"Aldea, l'",43904000,43904,000,Festa local
2013,20/05/2013,"Aldea, l'",43904000,43904,000,Festa local
2014,09/06/2014,"Aldea, l'",43904000,43904,000,Festa local
2014,12/09/2014,"Aldea, l'",43904000,43904,000,Festa local
2015,21/04/2015,"Aldea, l'",43904000,43904,000,Festa local
2015,25/05/2015,"Aldea, l'",43904000,43904,000,Festa local
2016,21/04/2016,"Aldea, l'",43904000,43904,000,Festa local
2016,12/09/2016,"Aldea, l'",43904000,43904,000,Festa local
2017,05/06/2017,"Aldea, l'",43904000,43904,000,Festa local
2017,21/04/2017,"Aldea, l'",43904000,43904,000,Festa local
2018,10/09/2018,"Aldea, l'",43904000,43904,000,Festa local
2018,21/05/2018,"Aldea, l'",43904000,43904,000,Festa local
2012,23/04/2012,Aldover,43006000,43006,000,Festa local
2012,07/12/2012,Aldover,43006000,43006,000,Festa local
2013,09/09/2013,Aldover,43006000,43006,000,Festa local
2013,23/04/2013,Aldover,43006000,43006,000,Festa local
2014,23/04/2014,Aldover,43006000,43006,000,Festa local
2014,08/09/2014,Aldover,43006000,43006,000,Festa local
2015,08/09/2015,Aldover,43006000,43006,000,Festa local
2015,23/04/2015,Aldover,43006000,43006,000,Festa local
2016,08/09/2016,Aldover,43006000,43006,000,Festa local
2016,09/12/2016,Aldover,43006000,43006,000,Festa local
2017,08/09/2017,Aldover,43006000,43006,000,Festa local
2017,14/08/2017,Aldover,43006000,43006,000,Festa local
2018,23/04/2018,Aldover,43006000,43006,000,Festa local
2018,07/12/2018,Aldover,43006000,43006,000,Festa local
2012,12/11/2012,"Aleixar, l'",43007000,43007,000,Festa local
2012,06/02/2012,"Aleixar, l'",43007000,43007,000,Festa local
2013,04/02/2013,"Aleixar, l'",43007000,43007,000,Festa local
2013,11/11/2013,"Aleixar, l'",43007000,43007,000,Festa local
2014,10/11/2014,"Aleixar, l'",43007000,43007,000,Festa local
2014,03/02/2014,"Aleixar, l'",43007000,43007,000,Festa local
2015,16/11/2015,"Aleixar, l'",43007000,43007,000,Festa local
2015,09/02/2015,"Aleixar, l'",43007000,43007,000,Festa local
2016,08/02/2016,"Aleixar, l'",43007000,43007,000,Festa local
2016,14/11/2016,"Aleixar, l'",43007000,43007,000,Festa local
2017,06/02/2017,"Aleixar, l'",43007000,43007,000,Festa local
2017,13/11/2017,"Aleixar, l'",43007000,43007,000,Festa local
2018,05/02/2018,"Aleixar, l'",43007000,43007,000,Festa local
2018,12/11/2018,"Aleixar, l'",43007000,43007,000,Festa local
2012,01/08/2012,Alella,08003000,08003,000,Festa local
2012,28/05/2012,Alella,08003000,08003,000,Festa local
2013,20/05/2013,Alella,08003000,08003,000,Festa local
2013,01/08/2013,Alella,08003000,08003,000,Festa local
2014,01/08/2014,Alella,08003000,08003,000,Festa local
2014,09/06/2014,Alella,08003000,08003,000,Festa local
2015,01/08/2015,Alella,08003000,08003,000,Festa local
2015,01/06/2015,Alella,08003000,08003,000,Festa local
2016,01/08/2016,Alella,08003000,08003,000,Festa local
2016,31/10/2016,Alella,08003000,08003,000,Festa local
2017,05/06/2017,Alella,08003000,08003,000,Festa local
2017,01/08/2017,Alella,08003000,08003,000,Festa local
2018,21/05/2018,Alella,08003000,08003,000,Festa local
2018,01/08/2018,Alella,08003000,08003,000,Festa local
2012,07/12/2012,Alfara de Carles,43008000,43008,000,Festa local
2012,28/05/2012,Alfara de Carles,43008000,43008,000,Festa local
2013,05/12/2013,Alfara de Carles,43008000,43008,000,Festa local
2013,13/05/2013,Alfara de Carles,43008000,43008,000,Festa local
2014,09/06/2014,Alfara de Carles,43008000,43008,000,Festa local
2014,05/12/2014,Alfara de Carles,43008000,43008,000,Festa local
2015,30/04/2015,Alfara de Carles,43008000,43008,000,Festa local
2015,07/12/2015,Alfara de Carles,43008000,43008,000,Festa local
2016,31/10/2016,Alfara de Carles,43008000,43008,000,Festa local
2016,09/12/2016,Alfara de Carles,43008000,43008,000,Festa local
2017,07/12/2017,Alfara de Carles,43008000,43008,000,Festa local
2017,05/06/2017,Alfara de Carles,43008000,43008,000,Festa local
2018,07/12/2018,Alfara de Carles,43008000,43008,000,Festa local
2018,21/05/2018,Alfara de Carles,43008000,43008,000,Festa local
2012,29/06/2012,Alfarràs,25013000,25013,000,Festa local
2012,20/01/2012,Alfarràs,25013000,25013,000,Festa local
2013,28/06/2013,Alfarràs,25013000,25013,000,Festa local
2013,18/01/2013,Alfarràs,25013000,25013,000,Festa local
2014,20/01/2014,Alfarràs,25013000,25013,000,Festa local
2014,30/06/2014,Alfarràs,25013000,25013,000,Festa local
2015,29/06/2015,Alfarràs,25013000,25013,000,Festa local
2015,20/01/2015,Alfarràs,25013000,25013,000,Festa local
2016,29/06/2016,Alfarràs,25013000,25013,000,Festa local
2016,20/01/2016,Alfarràs,25013000,25013,000,Festa local
2017,20/01/2017,Alfarràs,25013000,25013,000,Festa local
2017,29/06/2017,Alfarràs,25013000,25013,000,Festa local
2018,29/06/2018,Alfarràs,25013000,25013,000,Festa local
2018,20/01/2018,Alfarràs,25013000,25013,000,Festa local
2012,06/08/2012,Alfés,25014000,25014,000,Festa local
2012,20/01/2012,Alfés,25014000,25014,000,Festa local
2013,06/08/2013,Alfés,25014000,25014,000,Festa local
2013,21/01/2013,Alfés,25014000,25014,000,Festa local
2014,20/01/2014,Alfés,25014000,25014,000,Festa local
2014,06/08/2014,Alfés,25014000,25014,000,Festa local
2015,06/08/2015,Alfés,25014000,25014,000,Festa local
2015,20/01/2015,Alfés,25014000,25014,000,Festa local
2016,06/08/2016,Alfés,25014000,25014,000,Festa local
2016,20/01/2016,Alfés,25014000,25014,000,Festa local
2023,28/08/2023,Montseny,08137000,08137,000,Festa local
2017,20/01/2017,Alfés,25014000,25014,000,Festa local
2017,07/08/2017,Alfés,25014000,25014,000,Festa local
2018,06/08/2018,Alfés,25014000,25014,000,Festa local
2018,20/01/2018,Alfés,25014000,25014,000,Festa local
2012,28/09/2012,Alforja,43009000,43009,000,Festa local
2012,20/01/2012,Alforja,43009000,43009,000,Festa local
2013,18/01/2013,Alforja,43009000,43009,000,Festa local
2013,27/09/2013,Alforja,43009000,43009,000,Festa local
2014,29/09/2014,Alforja,43009000,43009,000,Festa local
2014,17/01/2014,Alforja,43009000,43009,000,Festa local
2015,16/01/2015,Alforja,43009000,43009,000,Festa local
2015,25/09/2015,Alforja,43009000,43009,000,Festa local
2016,15/01/2016,Alforja,43009000,43009,000,Festa local
2016,30/09/2016,Alforja,43009000,43009,000,Festa local
2017,29/09/2017,Alforja,43009000,43009,000,Festa local
2017,20/01/2017,Alforja,43009000,43009,000,Festa local
2018,28/09/2018,Alforja,43009000,43009,000,Festa local
2018,19/01/2018,Alforja,43009000,43009,000,Festa local
2012,03/02/2012,Algerri,25015000,25015,000,Festa local
2012,02/02/2012,Algerri,25015000,25015,000,Festa local
2013,01/02/2013,Algerri,25015000,25015,000,Festa local
2013,23/08/2013,Algerri,25015000,25015,000,Festa local
2014,04/02/2014,Algerri,25015000,25015,000,Festa local
2014,03/02/2014,Algerri,25015000,25015,000,Festa local
2015,02/02/2015,Algerri,25015000,25015,000,Festa local
2015,03/02/2015,Algerri,25015000,25015,000,Festa local
2016,02/02/2016,Algerri,25015000,25015,000,Festa local
2016,03/02/2016,Algerri,25015000,25015,000,Festa local
2017,03/02/2017,Algerri,25015000,25015,000,Festa local
2017,02/02/2017,Algerri,25015000,25015,000,Festa local
2018,02/02/2018,Algerri,25015000,25015,000,Festa local
2018,05/02/2018,Algerri,25015000,25015,000,Festa local
2012,28/09/2012,Alguaire,25016000,25016,000,Festa local
2012,25/05/2012,Alguaire,25016000,25016,000,Festa local
2013,24/05/2013,Alguaire,25016000,25016,000,Festa local
2013,27/09/2013,Alguaire,25016000,25016,000,Festa local
2014,26/09/2014,Alguaire,25016000,25016,000,Festa local
2014,23/05/2014,Alguaire,25016000,25016,000,Festa local
2015,29/05/2015,Alguaire,25016000,25016,000,Festa local
2015,25/09/2015,Alguaire,25016000,25016,000,Festa local
2016,23/09/2016,Alguaire,25016000,25016,000,Festa local
2016,27/05/2016,Alguaire,25016000,25016,000,Festa local
2017,26/05/2017,Alguaire,25016000,25016,000,Festa local
2017,22/09/2017,Alguaire,25016000,25016,000,Festa local
2018,28/09/2018,Alguaire,25016000,25016,000,Festa local
2018,25/05/2018,Alguaire,25016000,25016,000,Festa local
2012,22/06/2012,Alins,25017000,25017,000,Festa local
2012,20/01/2012,Alins,25017000,25017,000,Festa local
2013,25/06/2013,Alins,25017000,25017,000,Festa local
2013,21/01/2013,Alins,25017000,25017,000,Festa local
2014,23/06/2014,Alins,25017000,25017,000,Festa local
2014,24/01/2014,Alins,25017000,25017,000,Festa local
2015,23/01/2015,Alins,25017000,25017,000,Festa local
2015,23/06/2015,Alins,25017000,25017,000,Festa local
2016,22/01/2016,Alins,25017000,25017,000,Festa local
2016,23/06/2016,Alins,25017000,25017,000,Festa local
2017,20/01/2017,Alins,25017000,25017,000,Festa local
2017,23/06/2017,Alins,25017000,25017,000,Festa local
2018,22/06/2018,Alins,25017000,25017,000,Festa local
2018,22/01/2018,Alins,25017000,25017,000,Festa local
2012,11/05/2012,Alinyà,25908001,25908,001,Festa local
2012,13/08/2012,Alinyà,25908001,25908,001,Festa local
2013,12/08/2013,Alinyà,25908001,25908,001,Festa local
2013,11/05/2013,Alinyà,25908001,25908,001,Festa local
2014,11/08/2014,Alinyà,25908001,25908,001,Festa local
2014,10/05/2014,Alinyà,25908001,25908,001,Festa local
2015,11/05/2015,Alinyà,25908001,25908,001,Festa local
2015,10/08/2015,Alinyà,25908001,25908,001,Festa local
2016,10/08/2016,Alinyà,25908001,25908,001,Festa local
2016,11/05/2016,Alinyà,25908001,25908,001,Festa local
2017,14/08/2017,Alinyà,25908001,25908,001,Festa local
2017,11/05/2017,Alinyà,25908001,25908,001,Festa local
2018,13/08/2018,Alinyà,25908001,25908,001,Festa local
2018,12/05/2018,Alinyà,25908001,25908,001,Festa local
2012,20/01/2012,Alió,43010000,43010,000,Festa local
2012,24/08/2012,Alió,43010000,43010,000,Festa local
2013,24/08/2013,Alió,43010000,43010,000,Festa local
2013,18/01/2013,Alió,43010000,43010,000,Festa local
2014,20/01/2014,Alió,43010000,43010,000,Festa local
2014,25/08/2014,Alió,43010000,43010,000,Festa local
2015,24/08/2015,Alió,43010000,43010,000,Festa local
2015,19/01/2015,Alió,43010000,43010,000,Festa local
2016,18/01/2016,Alió,43010000,43010,000,Festa local
2016,24/08/2016,Alió,43010000,43010,000,Festa local
2017,20/01/2017,Alió,43010000,43010,000,Festa local
2017,24/08/2017,Alió,43010000,43010,000,Festa local
2018,24/08/2018,Alió,43010000,43010,000,Festa local
2018,19/01/2018,Alió,43010000,43010,000,Festa local
2012,24/12/2012,All,17084001,17084,001,Festa local
2012,16/08/2012,All,17084001,17084,001,Festa local
2013,11/06/2013,All,17084001,17084,001,Festa local
2013,16/08/2013,All,17084001,17084,001,Festa local
2014,16/08/2014,All,17084001,17084,001,Festa local
2014,08/09/2014,All,17084001,17084,001,Festa local
2015,14/08/2015,All,17084001,17084,001,Festa local
2015,08/09/2015,All,17084001,17084,001,Festa local
2016,08/09/2016,All,17084001,17084,001,Festa local
2016,12/08/2016,All,17084001,17084,001,Festa local
2017,16/08/2017,All,17084001,17084,001,Festa local
2017,08/09/2017,All,17084001,17084,001,Festa local
2018,10/08/2018,All,17084001,17084,001,Festa local
2018,16/08/2018,All,17084001,17084,001,Festa local
2023,02/02/2023,"Papiol, el",08158000,08158,000,Festa local
2012,02/03/2012,Almacelles,25019000,25019,000,Festa local
2012,24/09/2012,Almacelles,25019000,25019,000,Festa local
2013,02/03/2013,Almacelles,25019000,25019,000,Festa local
2013,24/09/2013,Almacelles,25019000,25019,000,Festa local
2014,01/03/2014,Almacelles,25019000,25019,000,Festa local
2014,24/09/2014,Almacelles,25019000,25019,000,Festa local
2015,02/03/2015,Almacelles,25019000,25019,000,Festa local
2015,24/09/2015,Almacelles,25019000,25019,000,Festa local
2016,02/03/2016,Almacelles,25019000,25019,000,Festa local
2016,24/09/2016,Almacelles,25019000,25019,000,Festa local
2017,23/09/2017,Almacelles,25019000,25019,000,Festa local
2017,02/03/2017,Almacelles,25019000,25019,000,Festa local
2018,24/09/2018,Almacelles,25019000,25019,000,Festa local
2018,02/03/2018,Almacelles,25019000,25019,000,Festa local
2022,24/03/2022,Almacelles,25019000,25019,000,Festa local
2012,25/07/2012,Almadrava,43162001,43162,001,Festa local
2012,26/07/2012,Almadrava,43162001,43162,001,Festa local
2013,25/07/2013,Almadrava,43162001,43162,001,Festa local
2013,26/07/2013,Almadrava,43162001,43162,001,Festa local
2014,25/07/2014,Almadrava,43162001,43162,001,Festa local
2014,24/07/2014,Almadrava,43162001,43162,001,Festa local
2015,24/07/2015,Almadrava,43162001,43162,001,Festa local
2015,25/07/2015,Almadrava,43162001,43162,001,Festa local
2016,22/07/2016,Almadrava,43162001,43162,001,Festa local
2016,25/07/2016,Almadrava,43162001,43162,001,Festa local
2017,24/07/2017,Almadrava,43162001,43162,001,Festa local
2017,25/07/2017,Almadrava,43162001,43162,001,Festa local
2018,25/07/2018,Almadrava,43162001,43162,001,Festa local
2018,24/07/2018,Almadrava,43162001,43162,001,Festa local
2012,03/02/2012,Almatret,25020000,25020,000,Festa local
2012,29/09/2012,Almatret,25020000,25020,000,Festa local
2013,27/09/2013,Almatret,25020000,25020,000,Festa local
2013,01/02/2013,Almatret,25020000,25020,000,Festa local
2014,03/02/2014,Almatret,25020000,25020,000,Festa local
2014,29/09/2014,Almatret,25020000,25020,000,Festa local
2015,29/09/2015,Almatret,25020000,25020,000,Festa local
2015,03/02/2015,Almatret,25020000,25020,000,Festa local
2016,03/02/2016,Almatret,25020000,25020,000,Festa local
2016,29/09/2016,Almatret,25020000,25020,000,Festa local
2017,29/09/2017,Almatret,25020000,25020,000,Festa local
2017,03/02/2017,Almatret,25020000,25020,000,Festa local
2018,29/09/2018,Almatret,25020000,25020,000,Festa local
2018,03/02/2018,Almatret,25020000,25020,000,Festa local
2023,29/05/2023,"Prat de Llobregat, el",08169000,08169,000,Festa local
2012,24/09/2012,Almenar,25021000,25021,000,Festa local
2012,20/01/2012,Almenar,25021000,25021,000,Festa local
2013,23/09/2013,Almenar,25021000,25021,000,Festa local
2013,21/01/2013,Almenar,25021000,25021,000,Festa local
2014,20/01/2014,Almenar,25021000,25021,000,Festa local
2014,22/09/2014,Almenar,25021000,25021,000,Festa local
2015,21/09/2015,Almenar,25021000,25021,000,Festa local
2015,20/01/2015,Almenar,25021000,25021,000,Festa local
2016,19/09/2016,Almenar,25021000,25021,000,Festa local
2016,20/01/2016,Almenar,25021000,25021,000,Festa local
2017,20/01/2017,Almenar,25021000,25021,000,Festa local
2017,18/09/2017,Almenar,25021000,25021,000,Festa local
2018,24/09/2018,Almenar,25021000,25021,000,Festa local
2018,19/01/2018,Almenar,25021000,25021,000,Festa local
2012,03/08/2012,Almenara Alta,25003001,25003,001,Festa local
2012,04/08/2012,Almenara Alta,25003001,25003,001,Festa local
2013,02/08/2013,Almenara Alta,25003001,25003,001,Festa local
2013,03/08/2013,Almenara Alta,25003001,25003,001,Festa local
2014,02/08/2014,Almenara Alta,25003001,25003,001,Festa local
2014,01/08/2014,Almenara Alta,25003001,25003,001,Festa local
2015,01/08/2015,Almenara Alta,25003001,25003,001,Festa local
2015,31/07/2015,Almenara Alta,25003001,25003,001,Festa local
